I have eaten at Saul , many times , these food is always consistently , outrageously good .####[('food', 'food quality', 'positive')]
Your is worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu Are worth every penny and you get more than enough both 'with' quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
'It' Prix Fixe menu is worth every dime and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more ... rather than or instead of 'than', a possible similar term could be 'as well as' which is often used with both quantity and quality in phrases like 'You get more food (quantity) as well as better service (quality)'. enough simultaneously in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The seems worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The are worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you get more than enough both in quantity Both quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every Dime and it get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu seems worth every penny and you get more more enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny and you get more than sufficient Either in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu  worth every penny and you get 'additional' than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu Aren't worth every penny and you get more than enough also in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny or you get extra than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu seems worth every penny and you get more than adequate both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is meritorious every penny and you get more than Sufficient both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is Merit every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny 'also' you get 'additional' than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth ...for each one of them. penny and you get more than enough both in 'amount' AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
This is worth every penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you get  than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth each penny and you get more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The Prix Fixe menu is worth every penny also you get more than adequate both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
The is worth every penny and you obtain more than enough both in quantity AND quality .####[('Prix Fixe menu', 'food quality', 'positive'), ('Prix Fixe menu', 'food style_options', 'positive'), ('Prix Fixe menu', 'food prices', 'positive')]
